id,title,ingredients,ingredients_normalized
609,Pretty Party Punch,"['1 liter Sprite or ginger ale', '1/2 can frozen apple juice concentrate', '1 medium bottle white grape juice', '1 1/2 lemons, squeezed, or approximately 4 Tbsp. juice']","""['sprite', 'ginger ale', 'apple juice concentrate', 'white grape juice', 'lemon']"""
610,Vinegar Pie Crust,"['4 c. flour', '1 Tbsp. sugar', 'pinch of salt', '1 3/4 c. shortening', '1/2 c. cold water', '1 Tbsp. vinegar', '1 egg']","""['flour', 'sugar', 'salt', 'shortening', 'water', 'vinegar', 'egg']"""
611,Macaroni Pie,"['2 c. macaroni', '8 oz. mild Cheddar cheese', '3/4 c. milk', '1 tsp. salt', '1 tsp. pepper', '1 egg', '1 Tbsp. butter']","""['macaroni', 'cheddar cheese', 'milk', 'salt', 'black pepper', 'egg', 'butter']"""
612,Ice Cream,"['6 eggs, beaten', '1 1/2 c. sugar', '2 cans evaporated milk', '1 can condensed milk', '1/2 gal. whole milk', '3 tsp. vanilla flavoring', '1 box rock salt', 'ice']","""['egg', 'sugar', 'milk', 'vanilla', 'salt', 'ice']"""
613,Power Cookies,"['2 c. dark brown sugar', '2 c. granulated sugar', '3/4 c. butter, softened', '1 c. vegetable shortening', '4 eggs', '2 tsp. vanilla', '3 c. all-purpose flour', '2 tsp. salt', '2 tsp. baking soda', '3 c. uncooked oats', '2 c. coconut', '2 c. raisins', '1 c. chocolate chips', '1 c. chopped nuts']","""['dark brown sugar', 'granulated sugar', 'butter', 'vegetable shortening', 'egg', 'vanilla', 'flour', 'salt', 'baking soda', 'oat', 'coconut', 'raisin', 'chocolate chip', 'nut']"""
614,German Potato Salad,"['6 c. potatoes, cooked with skins on', '1/2 lb. bacon', '1/2 c. onion', '2 Tbsp. flour', '2 Tbsp. sugar', '1 1/2 tsp. salt', '1 tsp. celery seed', '1/2 c. vinegar', '2 eggs, hard-boiled', '1 c. water', '1/4 c. bacon fat', '1/8 tsp. pepper']","""['potato', 'bacon', 'onion', 'flour', 'sugar', 'salt', 'celery seed', 'vinegar', 'egg', 'water', 'bacon fat', 'black pepper']"""
615,Zucchini Relish,"['10 c. ground zucchini, do not peel', '4 c. onions, cut-up', '4 Tbsp. coarse salt', '2 1/2 c. white vinegar', '1 Tbsp. each: nutmeg, dry mustard, turmeric, cornstarch', '4 1/2 c. sugar', '1/2 tsp. pepper', '1 red and 1 green pepper']","""['zucchini', 'onion', 'salt', 'white vinegar', 'nutmeg', 'dry mustard', 'turmeric', 'cornstarch', 'sugar', 'pepper']"""
616,Vienna Coffee,"['1/4 c. powdered nondairy creamer', '1/3 c. granulated sugar', '1/2 c. instant coffee', '1/2 tsp. ground cinnamon']","""['powdered nondairy creamer', 'granulated sugar', 'instant coffee', 'ground cinnamon']"""
617,Strawberry Bottom Cheesecake Pie,"['1 Ready-Crust graham cracker pie crust', '4 oz. cream cheese, softened', '1/4 c. sugar', '1/2 c. sour cream', '1 tsp. vanilla', '4 oz. frozen nondairy whipped topping, thawed', '1 pt. fresh strawberries, thinly sliced', '1 c. strawberry glaze']","""['graham cracker pie crust', 'cream cheese', 'sugar', 'sour cream', 'vanilla', 'whipped topping', 'strawberry', 'strawberry glaze']"""
618,7-Layer Cookies,"['1 stick margarine', 'graham crackers', '1 c. coconut', '1 (6 oz.) pkg. chocolate chips', '1 (6 oz.) pkg. butterscotch chips', '1 can sweetened condensed milk', '1 1/2 c. pecans, chopped']","""['margarine', 'graham cracker', 'coconut', 'chocolate chip', 'butterscotch chip', 'sweetened condensed milk', 'pecan']"""
619,The Clergy Special,"['tomatoes', 'onions', 'pepper', 'cheese', 'ham', 'sausage', 'pepperoni']","""['tomato', 'onion', 'pepper', 'cheese', 'ham', 'sausage', 'pepperoni']"""
620,Thomas Jefferson'S Macaroni And Cheese Pudding,"['1/4 c. butter', '1/4 c. flour', '2 1/2 c. milk', '8 oz. (about 2 c.) grated sharp Cheddar cheese', '2 c. (1/2 lb.) elbow macaroni, prepared according to pkg. directions', '1 tsp. salt', 'pepper to taste']","""['butter', 'flour', 'milk', 'cheddar cheese', 'macaroni', 'salt', 'pepper']"""
621,Broccoli Almond,"['2 (10 oz.) pkg. frozen chopped broccoli', '1/4 c. chopped onion', '1/4 c. butter', '2 Tbsp. flour', '1/2 c. milk', '1 (8 oz.) jar pasteurized process cheese spread', '1/2 tsp. salt', '1/8 tsp. pepper', '2 eggs, well beaten', '1/2 c. bread crumbs', '2 Tbsp. melted butter', '1/4 c. toasted slivered almonds']","""['broccoli', 'onion', 'butter', 'flour', 'milk', 'cheese spread', 'salt', 'pepper', 'egg', 'breadcrumb', 'almond']"""
622,Blueberry Muffins,"['1 c. sugar', '1/4 c. butter, softened', '1 egg', '1 1/2 c. all-purpose flour', '2 tsp. baking powder', '1/4 tsp. salt', '3/4 tsp. cinnamon', '3/4 tsp. nutmeg', '1/2 tsp. vanilla', '3/4 to 1 c. blueberries']","""['sugar', 'butter', 'egg', 'flour', 'baking powder', 'salt', 'cinnamon', 'nutmeg', 'vanilla', 'blueberries']"""
623,Baked Pork Tenderloin,"['3 lb. pork tenderloin roast', '1 tsp. salt', '1/2 tsp. pepper', '6 slices bacon', '2 c. apple juice', '1/2 tsp. cinnamon', '1/2 tsp. cloves']","""['pork tenderloin', 'salt', 'black pepper', 'bacon', 'apple juice', 'cinnamon', 'cloves']"""
624,Spinach Layer Salad,"['1 lb. bag spinach', '4 hard-boiled eggs', '1 can real bacon bits', '1 (8 oz.) box frozen peas', '1 red onion', '1 pkg. Swiss cheese', '1 (8 oz.) carton sour cream', '1 1/2 c. mayonnaise']","""['spinach', 'egg', 'bacon bit', 'pea', 'onion', 'cheese', 'sour cream', 'mayonnaise']"""
625,Hot Crab Meat Dip,"['4 pkg. (8 oz.) cream cheese', '2 (6 oz.) frozen or canned crab meat', '1/4 tsp. Worcestershire sauce', '1/3 c. lemon juice', '1/2 c. sherry cooking wine']","""['cream cheese', 'crab meat', 'worcestershire sauce', 'lemon juice', 'sherry wine']"""
626,Baked Cabbage,"['1 lb. ground chuck', '1/2 c. chopped onion', '1/2 c. rice', '1/2 tsp. salt', '1 head cabbage', '1/2 tsp. pepper', '1 can tomato soup', '1 1/2 c. water', '1/4 c. Mozzarella cheese']","""['ground beef', 'onion', 'rice', 'salt', 'cabbage', 'black pepper', 'tomato soup', 'water', 'mozzarella cheese']"""
627,Mixed Vegetable Casserole,"['10 oz. frozen mixed vegetables', '1 c. chopped celery', '1 c. chopped onions', '1 c. grated sharp cheese', '1/2 c. mayonnaise', 'salt and pepper to taste']","""['mixed vegetables', 'celery', 'onion', 'sharp cheese', 'mayonnaise', 'pepper']"""
628,Taffy Apple Salad,"['1 large can crushed pineapple', '2 c. miniature marshmallows', '1 egg, well beaten', '1 1/2 Tbsp. white vinegar', '1/2 c. sugar', '1 Tbsp. flour', '1 c. finely chopped peanuts (salted)', '1 large Cool Whip', '2 c. diced unpeeled apples']","""['crushed pineapple', 'marshmallow', 'egg', 'white vinegar', 'sugar', 'flour', 'peanut', 'cool whip', 'apple']"""
629,Fresh Apple Cake,"['1 1/2 c. Wesson oil', '2 c. sugar', '3 eggs', '2 1/2 c. plain flour', '2 tsp. baking powder', '1 tsp. baking soda', '1 tsp. cinnamon', '1 tsp. vanilla', '1 c. chopped pecans', 'pinch of salt', '3 c. raw red apples, chopped']","""['oil', 'sugar', 'egg', 'flour', 'baking powder', 'baking soda', 'cinnamon', 'vanilla', 'pecan', 'salt', 'apple']"""
630,Chicken & Spaghetti Casserole,"['1 box spaghetti', '1/2 c chopped onion', '1/2 c celery', '1/2 c chicken broth', '1/2 tsp garlic salt', '3 chicken breasts', '1/2 c chopped bell pepper', '1 can mashed tomatoes', '1/4 tsp red pepper']","""['spaghetti', 'onion', 'celery', 'chicken broth', 'garlic salt', 'chicken', 'bell pepper', 'mashed tomatoes', 'red pepper']"""
631,Old Fashioned Strawberry Shortcake,"['1 c. shortening (Wesson)', '2 c. sugar', '4 eggs', '1 c. sweet milk', '2 tsp. vanilla flavoring', '3 c. self-rising flour']","""['shortening', 'sugar', 'egg', 'milk', 'vanilla', 'flour']"""
632,"Chicken, Broccoli And Cheese Casserole","['2 bunches fresh broccoli', '4 large chicken breasts', '1 can broccoli and cheese soup', '1/2 can milk', '1 lb. mild Cheddar cheese']","""['broccoli', 'chicken breast', 'broccoli and cheese soup', 'milk', 'cheddar cheese']"""
633,Peach Cobbler,"['1 c. sugar', '1 c. milk', '1 c. self-rising flour', '1 large can peaches', '1 stick butter']","""['sugar', 'milk', 'flour', 'peach', 'butter']"""
634,Party Wieners,"['1/3 c. mustard', '1/2 pkg. Bryan little Smokies (sausage)', '2/3 c. grape jelly (can use apple jelly)']","""['mustard', 'sausage', 'grape jelly']"""
635,Cabbage Soup,"['6 Tbsp. butter or margarine', '4 lb. cabbage, shredded', '2 onions, chopped', '2 Tbsp. flour', '6 c. water', '1 (10 oz.) can condensed chicken bouillon or 4 chicken bouillon cubes', '1 (1 lb.) can tomatoes, chopped', '2 Tbsp. fresh lemon juice', '2 Tbsp. sugar', '2 Tbsp. salt', '1/2 tsp. pepper', '1 tsp. caraway seed']","""['butter', 'cabbage', 'onion', 'flour', 'water', 'chicken bouillon', 'tomato', 'lemon juice', 'sugar', 'salt', 'black pepper', 'caraway seed']"""
636,Cherry Congealed Salad,"['1 can cherry pie filling', '1 can crushed pineapple', '1 can Eagle Brand condensed milk', '1 carton Cool Whip']","""['cherry pie filling', 'crushed pineapple', 'condensed milk', 'cool whip']"""
637,Hot Sauce(To Can)  ,"['1 peck tomatoes', '3 lb. onions', '1 c. vinegar', '2 c. sugar', '5 to 10 hot peppers to taste']","""['tomato', 'onion', 'vinegar', 'sugar', 'pepper']"""
638,Yellow Cake(Delicious With Just A Dusting Of Powdered Sugar.),"['3 c. all-purpose flour', '2 c. sugar', '1 Tbsp. baking powder', '1 1/2 c. milk', '1/2 c. margarine or butter, softened', '1 1/2 tsp. anise', '2 eggs']","""['flour', 'sugar', 'baking powder', 'milk', 'margarine', 'anise', 'egg']"""
639,Microwave Zucchini-Beef Bake,"['3 Tbsp. olive oil', '3 medium zucchini, sliced 1/2-inch thick', '1 lb. ground sirloin (90% lean)', '1 small onion, chopped', '1 garlic clove, minced', '1 c. tomato sauce', '1/2 tsp. salt', '1/4 tsp. cinnamon', '1/4 tsp. pepper', '1/2 c. low-fat cottage cheese', '1 egg', '1/4 c. grated Parmesan cheese']","""['olive oil', 'zucchini', 'ground sirloin', 'onion', 'garlic', 'tomato sauce', 'salt', 'cinnamon', 'pepper', 'cottage cheese', 'egg', 'parmesan cheese']"""
640,Pumpkin Dream Pie,"['1 pkg. Dream Whip', '1/2 c. milk', '1/2 tsp. vanilla', '2/3 c. milk', '1 pkg. Jell-O instant vanilla pudding', '1 c. canned pumpkin', '3/4 tsp. pumpkin pie spice', '1 baked 8-inch pie shell, cooled']","""['dream whip', 'milk', 'vanilla', 'jell-o pudding', 'canned pumpkin', 'pumpkin pie spice', 'pie shell']"""
641,Dill Rye Bread Dip,"['1 pt. sour cream', '3 Tbsp. parsley flakes', '2 tsp. Beau Monde', '2 tsp. dill weed', '1 pt. Hellmanns mayonnaise (no Miracle Whip)', '2 Tbsp. minced onion', '3 pkg. corned beef lunch meat', '1 round rye bread']","""['sour cream', 'parsley', 'beau monde', 'dill', 'mayonnaise', 'onion', 'corned beef', 'rye bread']"""
642,Lucy Policella'S Ricotta Cheese Cake,"['1 box white cake mix', '1 lb. Ricotta cheese', 'approximately 1/2 c. sugar (or as you like it)', 'chocolate mini morsels', 'rum', '1 small whipping cream whip', 'sugar to taste']","""['white cake mix', 'ricotta cheese', 'sugar', 'chocolate mini morsels', 'rum', 'whipping cream']"""
643,Brown Rice,"['3/4 stick butter', '1 c. uncooked rice', '1 medium white onion, chopped', '1 can cream of mushroom soup', '1 can beef bouillon']","""['butter', 'rice', 'onion', 'cream of mushroom soup', 'beef bouillon']"""
644,Jane'S Cheese Cake,"['1 large and 1 small pkg. cream cheese', '2 eggs', '1 tsp. vanilla', '1/2 c. sugar', '1 pt. sour cream', '2 Tbsp. sugar', '1 tsp. vanilla']","""['cream cheese', 'egg', 'vanilla', 'sugar', 'sour cream']"""
645,Tomato Soup Cake,"['3/4 c. shortening', '1 1/2 c. sugar', '1 can tomato soup', '3/4 c. water', '3 c. flour (1/2 and 1/2 whole wheat)', '3 tsp. baking powder', '1 tsp. baking soda', '1 tsp. cloves', '1 tsp. nutmeg', '1 1/2 tsp. cinnamon', '1 c. raisins, soaked and drained', '1 c. chopped nuts']","""['shortening', 'sugar', 'tomato soup', 'water', 'flour', 'baking powder', 'baking soda', 'cloves', 'nutmeg', 'cinnamon', 'raisins', 'nuts']"""
646,Spicy Home Fried Potatoes,"['4 medium red potatoes', '1 medium onion, chopped', '1/2 stick butter', 'red cayenne pepper', 'white pepper', 'black pepper', 'garlic powder', 'basil', 'Spanish paprika', 'salt']","""['potato', 'onion', 'butter', 'cayenne pepper', 'white pepper', 'black pepper', 'garlic powder', 'basil', 'paprika', 'salt']"""
647,Hot Sausage Pick-Ups,"['10 oz. sharp cheese, grated', '3 c. biscuit mix', '1 lb. extra hot bulk sausage (uncooked; Jimmy Dean, etc.)']","""['cheese', 'biscuit mix', 'sausage']"""
648,Light And Crunchy Chicken Salad,"['2 c. cubed, cooked chicken (white meat)', '1/2 c. unpared diced apple', '2 Tbsp. chopped green pepper', '2 Tbsp. chopped celery', '1 Tbsp. finely chopped onion', '1/4 c. bottled low calorie Italian salad dressing', '6 slices lite-line cheese (flavor your choice)', 'lettuce leaves']","""['chicken', 'apple', 'green pepper', 'celery', 'onion', 'italian salad dressing', 'cheese', 'lettuce']"""
649,Peanut Butter Fudge,"['1/2 c. evaporated milk', '1/2 c. creamy or chunky peanut butter', '1/2 c. Karo light or dark syrup', '1/2 c. firmly packed brown sugar', '1/2 tsp. salt', '1 lb. powdered sugar']","""['evaporated milk', 'peanut butter', 'karo syrup', 'brown sugar', 'salt', 'powdered sugar']"""
650,Scotch Broth,"['2 lb. meaty soup bones', '6 whole peppercorns', '1 c. chopped carrots', '1 c. chopped celery', '1/4 c. medium pearl barley', '2 qt. water', '1 1/2 tsp. salt', '1 c. chopped turnips', '1/2 c. chopped onion']","""['meaty soup bones', 'peppercorn', 'carrot', 'celery', 'pearl barley', 'water', 'salt', 'turnip', 'onion']"""
651,Peaches And Cream Cheesecake,"['3/4 c. flour', '1 tsp. baking powder', '1/2 tsp. salt', '3 Tbsp. butter', '1/2 c. milk', '1 Tbsp. sugar', '3 1/4 oz. pkg. vanilla pudding (not instant)', '1 lb. can peaches (reserve 2 Tbsp. juice)', '1 egg', '1/2 c. sugar', '8 oz. pkg. cream cheese', '1/2 tsp. cinnamon']","""['flour', 'baking powder', 'salt', 'butter', 'milk', 'sugar', 'vanilla pudding', 'peaches', 'egg', 'cream cheese', 'cinnamon']"""
652,Ragu Cheese Potatoes,"['7 to 10 white potatoes', '1 jar Ragu cheese sauce', '1 1/2 c. milk', 'salt and pepper to taste', '1 (8 oz.) shredded Cheddar cheese']","""['potato', 'cheese sauce', 'milk', 'salt', 'pepper', 'cheddar cheese']"""
653,Chicken Casserole,"['8 slices day old bread, remove crust and save', '4 c. chopped cooked chicken', '1 jar sliced mushrooms', '1 can water chestnuts, drained', '4 eggs', '2 c. milk', '1/2 c. mayonnaise', '1/2 tsp. salt', '6 to 8 slices American cheese', '1 can cream of celery soup', '1 can cream of mushroom soup', '2 Tbsp. oleo', '2 oz. chopped pimentos, drained']","""['bread', 'chicken', 'mushroom', 'water chestnut', 'egg', 'milk', 'mayonnaise', 'salt', 'cheese', 'cream of celery soup', 'cream of mushroom soup', 'oleo', 'pimento']"""
654,Cherry Wink Cookies,"['3/4 c. shortening', '1 c. sugar', '2 eggs', '2 Tbsp. milk', '1 tsp. vanilla', '1/3 c. chopped cherries', '1 c. chopped dates', '2 1/4 c. sifted flour', '1 tsp. soda', '1 tsp. baking powder', '1/2 tsp. salt', 'crushed corn flakes']","""['shortening', 'sugar', 'egg', 'milk', 'vanilla', 'cherry', 'date', 'flour', 'baking soda', 'baking powder', 'salt', 'cornflake']"""
655,Chocolate Icing,"['2 c. sugar', '1/2 c. evaporated milk', '3 to 5 Tbsp. cocoa', '1 stick butter', '1 tsp. vanilla']","""['sugar', 'evaporated milk', 'cocoa', 'butter', 'vanilla']"""
656,Bourbon Pound Cake,"['1 lb. butter', '3 c. sugar', '8 eggs', '3 c. cake flour', '1/3 c. bourbon', '2 tsp. almond extract', '2 tsp. vanilla extract', '1/4 c. chopped pecans']","""['butter', 'sugar', 'egg', 'flour', 'bourbon', 'almond extract', 'vanilla extract', 'pecan']"""
657,Beef And Green Beans,"['1 lb. beef', '1 lb. green beans (French-cut)', '3 cloves garlic, pressed', '1 tsp. salt', '1 Tbsp. soy sauce', '1 onion, quartered', '1 Tbsp. pepper (black)', 'hot cooked rice', '1 Tbsp. oil', '1/2 c. water', '1 tomato, quartered']","""['beef', 'green bean', 'garlic', 'salt', 'soy sauce', 'onion', 'black pepper', 'rice', 'oil', 'water', 'tomato']"""
658,Persimmon Cookies,"['1 c. persimmon pulp', '1/2 c. shortening', '1 c. sugar', '1 egg, beaten', '2 c. flour', '1 c. chopped nuts', '1 tsp. cinnamon', '1/2 tsp. cloves', '1/2 tsp. nutmeg', '1/2 tsp. salt', '1 tsp. baking soda', '1 c. raisins or chocolate chips or butterscotch chips']","""['persimmon pulp', 'shortening', 'sugar', 'egg', 'flour', 'nut', 'cinnamon', 'cloves', 'nutmeg', 'salt', 'baking soda', 'raisin or chocolate chip or butterscotch chip']"""
659,Apple Hermits,"['1 c. seedless raisins', '1 c. shortening', '1 1/2 c. brown sugar', '1/4 c. molasses', '3 eggs', '3 1/2 c. plain flour', '1/2 tsp. salt', '1 tsp. baking soda', '3 tsp. ground cinnamon', '1 1/2 tsp. ground cloves', '1/2 tsp. ground nutmeg', '1 c. finely chopped, peeled apple', '1 c. chopped nuts']","""['raisin', 'shortening', 'brown sugar', 'molasses', 'egg', 'flour', 'salt', 'baking soda', 'cinnamon', 'cloves', 'nutmeg', 'apple', 'nut']"""
660,Carrot Cake,"['3 c. flour', '2 c. sugar', '3 tsp. baking powder', '1 1/2 tsp. cinnamon', '1/2 tsp. cloves', '1 1/2 c. oil', '4 eggs', '3/4 c. walnuts', '2 to 3 junior jars baby carrots (strained) for a total of 12 oz.']","""['flour', 'sugar', 'baking powder', 'cinnamon', 'cloves', 'oil', 'egg', 'walnut', 'carrot']"""
661,Cornbread Dressing,"['1 pan of your favorite cornbread', '6 slices of white bread', '1/2 lb. ground meat', '1 stick butter', '1 large onion, chopped', '6 cloves (small) garlic, minced', '1 small bell pepper, chopped', '1 tsp. thyme', '1 tsp. celery salt', '2 eggs, slightly beaten', 'salt and pepper to taste']","""['cornbread', 'white bread', 'ground meat', 'butter', 'onion', 'garlic', 'bell pepper', 'thyme', 'celery salt', 'egg', 'salt', 'black pepper']"""
662,Black-Eyed Mullet,"['1/2 lb. smoked, grilled or broiled mullet', '2 15 oz. cans black-eyed peas', '1/2 c. chopped onions', '1/2 c. chopped green pepper', '2 tsp. minced garlic', '1 tsp. liquid hot pepper sauce', '1 tsp. salt', '1/4 c. cider vinegar']","""['mullet', 'black-eyed pea', 'onion', 'green pepper', 'garlic', 'hot pepper sauce', 'salt', 'cider vinegar']"""
663,Sparerib Sauce,"['1/4 c. dark molasses', '1/4 c. ketchup', '1/4 c. orange juice concentrate', '2 Tbsp. vinegar', '2 Tbsp. vegetable oil', 'chopped onion']","""['dark molasses', 'ketchup', 'orange juice concentrate', 'vinegar', 'vegetable oil', 'onion']"""
664,Chilled Peanut Soup,"['3/4 c. roasted peanuts', '3 (10 1/2 oz.) cans beef broth', '1 1/2 c. half and half', '3/4 tsp. chili powder']","""['peanut', 'beef broth', 'half and half', 'chili powder']"""
665,Cabbage Rolls,"['3 lb. ground beef', '2 c. rice, uncooked (I precook 5 minutes)', '3 tsp. onion powder or 1 large onion', '1 tsp. garlic powder', '3 tsp. salt', '2 Tbsp. parsley', '2/3 c. Parmesan cheese', '1 can tomato sauce', '2 large heads cabbage', '1 can sauerkraut', '1 large jar Ragu']","""['ground beef', 'rice', 'onion powder', 'onion', 'garlic powder', 'salt', 'parsley', 'parmesan cheese', 'tomato sauce', 'cabbage', 'sauerkraut', 'ragu']"""
666,Broccoli Rice Casserole,"['1 (16 oz.) pkg. frozen, chopped broccoli', '1 can cream of mushroom soup', '1 1/2 c. Minute rice (uncooked)', '1 (8 oz.) jar Cheez Whiz', '1 stick (1/2 c.) margarine', '1/2 c. chopped onion']","""['broccoli', 'cream of mushroom soup', 'rice', 'cheez whiz', 'margarine', 'onion']"""
667,Easy Chicken Cacciatore,"['1 lb. boneless, skinless chicken breasts', '2 (14.5 oz.) cans diced tomatoes', '2 (2.25 oz.) cans sliced olives, drained', '2 (4 oz.) cans mushrooms, drained', 'garlic powder to taste', 'onion powder to taste', 'Italian seasoning to taste', '2 Tbsp. olive oil', '2 Tbsp. butter', '1 pkg. pasta of your choice', 'Parmesan cheese']","""['chicken', 'diced tomatoes', 'sliced olives', 'mushrooms', 'garlic powder', 'onion powder', 'italian seasoning', 'olive oil', 'butter', 'pasta', 'parmesan cheese']"""
668,Pineapple Cake,"['1 box Duncan Hines butter cake mix', '1/2 c. cooking oil', '4 eggs', '1 (11 oz.) can mandarin oranges, cut up (use juice, too)']","""['duncan hines butter cake mix', 'cooking oil', 'egg', 'mandarin orange']"""
