id,title,ingredients,directions,link,source,ner
551509,Sweet 'N Sour Pork,"{1 1/2 lb. pork tenderloin,2 Tbsp. Crisco oil,1 c. water,1 chicken bouillon,1/4 tsp. salt,""20 oz. pineapple chunks, drained (reserve juice)"",1/4 c. brown sugar,2 Tbsp. cornstarch,1/4 c. vinegar,1 Tbsp. soy sauce}","{Cut tenderloin into strips; brown in hot oil.,""Add water, bouillon and salt."",Cover and simmer 1 hour.}",www.cookbooks.com/Recipe-Details.aspx?id=492872,Gathered,"{pork tenderloin,Crisco oil,water,chicken bouillon,salt,pineapple,brown sugar,cornstarch,vinegar,soy sauce}"
551510,Peaches 'N Cream Punch(A Great Non-Alcoholic Punch),"{""1 (16 oz.) can peach slices, chilled"",""1/2 c. unsweetened pineapple juice, chilled"",1 egg,4 ice cubes,1 Tbsp. lemon juice,1 tsp. vanilla,1/3 c. light cream (half and half),""2/3 c. carbonated water, chilled""}","{""In a blender container, combine undrained peach slices, pineapple juice, egg, ice cubes, lemon juice and vanilla."",Cover and blend until smooth.,Stir in cream.,Slowly pour in carbonated water (stir in an up and down motion).,Pour into chilled glasses. Makes about 8 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=1043851,Gathered,"{peach slices,pineapple juice,egg,cubes,lemon juice,vanilla,light cream,water}"
551511,Just Good Gumbo,"{roux (3/4 c. flour and 3/4 c. cooking oil),""1 1/2 c. onion, chopped"",""1 c. celery, chopped"",2 cloves garlic,1/2 c. shallots,1 Tbsp. salt,1/2 tsp. red cayenne pepper or more to taste,3 to 4 qt. water,""1 bell pepper, chopped"",1 tsp. thyme,1/2 tsp. black pepper,3 Tbsp. sherry,""3 lb. shrimp, peeled"",""1 lb. crab, canned or fresh"",1/2 pt. oysters}","{""To prepare roux,"",mix flour and oil thoroughly in heavy pot. Place,over,""medium heat, stirring constantly to prevent sticking. When roux turns dark brown, turn off heat, 30 to 60 minutes.""}",www.cookbooks.com/Recipe-Details.aspx?id=511207,Gathered,"{roux,onion,celery,garlic,shallots,salt,red cayenne pepper,water,bell pepper,thyme,black pepper,sherry,shrimp,crab,oysters}"
551512,My Spaghetti Sauce,"{1/2 lb. lean hamburger,1 c. chopped onion,""1 (28 oz.) can tomatoes, chopped"",1 (8 oz.) can tomato sauce,1 (6 oz.) can tomato paste,3 c. water,1/2 tsp. oregano,1/2 tsp. garlic salt,salt and pepper to taste,12 oz. spaghetti}","{Brown hamburger and onion.,""Add all other ingredients, except spaghetti noodles, adjusting more or less oregano, garlic salt and salt and pepper to your taste."",Simmer 2 hours.,Use less water if cooking time is shorter.}",www.cookbooks.com/Recipe-Details.aspx?id=610456,Gathered,"{lean hamburger,onion,tomatoes,tomato sauce,tomato paste,water,oregano,garlic salt,salt,spaghetti}"
551513,Scalloped Potatoes,"{3 Tbsp. butter,""1 small onion, minced"",1 1/2 c. milk,3 Tbsp. flour,1/8 tsp. pepper,""4 medium potatoes, peeled and thinly sliced"",paprika,1 tsp. salt}","{Preheat oven to 375u00b0.,""In a 2-quart saucepan over medium heat in hot butter, cook onion until tender."",""Stir in flour, salt and pepper until blended."",""Gradually stir in milk; cook, stirring constantly, until mixture thickens."",""In a 2-quart casserole, arrange half of the potatoes in a layer."",Pour 1/2 of the sauce on top; repeat.,Sprinkle paprika.,""Bake, covered, for 45 minutes. Uncover; bake 15 minutes longer, until tender.""}",www.cookbooks.com/Recipe-Details.aspx?id=605594,Gathered,"{butter,onion,milk,flour,pepper,potatoes,paprika,salt}"
551514,Mississippi Mud Cake,"{""2 cubes butter, softened"",2 c. sugar,2 Tbsp. cocoa,1 1/2 c. flour,1 tsp. vanilla,1 1/2 c. flaked coconut,4 eggs,1 1/2 c. chopped walnuts,1 small jar marshmallow cream,1/2 c. melted butter,1 Tbsp. cocoa,1/4 can sweetened condensed milk}","{Cream sugar and butter.,Add eggs and mix.,Add cocoa and vanilla; mix well.,""Gradually add flour, then coconut and walnuts. Bake 30 to 35 minutes at 350u00b0."",""While still hot, drop by spoonfuls 1 jar of marshmallow cream."",Cool completely.,""Mix melted butter, cocoa and sweetened condensed milk."",Spread on top of cake.}",www.cookbooks.com/Recipe-Details.aspx?id=663070,Gathered,"{butter,sugar,cocoa,flour,vanilla,flaked coconut,eggs,walnuts,marshmallow cream,butter,cocoa,condensed milk}"
551515,Easy Dill Pickles,"{cucumbers,garlic,alum,dill weed or seed,2 c. vinegar,3/4 c. pickling salt,14 c. water,2 c. vinegar,3/4 c. salt}","{""Stuff 12 jars with whole or sliced cucumbers, a clove of garlic and a pinch of alum and dill weed (large sprig)."",""Boil together water, vinegar and salt."",Pour into,packed jars and put hot lids on top to seal.,Make sure jars seal.,""If they did not seal, put in refrigerator; use these first.""}",www.cookbooks.com/Recipe-Details.aspx?id=298758,Gathered,"{cucumbers,garlic,alum,dill,vinegar,pickling salt,water,vinegar,salt}"
551516,Old Fashion Bread Pudding,"{2 c. bread crumbs,2 c. milk,1/2 tsp. salt,3 Tbsp. butter,5 Tbsp. sugar,""2 eggs, slightly beaten"",6 egg yolks,1 Tbsp. melted butter,1/8 tsp. salt,3 c. flour,6 Tbsp. sweet cream,4 Tbsp. sugar,1/8 tsp. ground cardamon}","{Beat eggs well; add sugar and mix well.,Add rest of ingredients.,""Roll thin, cut in diamond shape (4 x 4-inches or 5 x 5-inches)."",Cut a 1-inch slit below one point and slip the opposite point through it.,Fry in deep fat at 370u00b0 for 2 to 3 minutes or until golden brown.,Dust with powdered sugar.}",www.cookbooks.com/Recipe-Details.aspx?id=822579,Gathered,"{bread crumbs,milk,salt,butter,sugar,eggs,egg yolks,butter,salt,flour,sweet cream,sugar,ground cardamon}"
551517,Dill Dip,"{1 1/2 c. mayonnaise or salad dressing,1/2 c. sour cream,2 Tbsp. dill weed,2 Tbsp. minced onion,2 Tbsp. parsley flakes,2 tsp. Beau Monde}","{Mix all ingredients together.,Hollow out rounded loaf of bread; fill with dip and serve.}",www.cookbooks.com/Recipe-Details.aspx?id=832133,Gathered,"{mayonnaise,sour cream,dill weed,onion,parsley flakes,Monde}"
551518,Chicken Casserole,"{4 to 6 chicken breasts or 1 whole 3 lb. chicken,1 (8 oz.) can cream of chicken soup,1 (8 oz.) carton sour cream,1 stick margarine,1 pkg. Pepperidge Farm herb stuffing mix}","{Boil chicken; strip skin off.,Save 3 cups of broth.,Melt margarine in bottom of a 2 to 3-quart casserole dish.,Pour 1/2 of the stuffing in bowl and mix slightly.,Break chicken in bite-size pieces.,Mix soup and sour cream together.,""Begin by layering the chicken, then soup mixture."",Continue layering until all ingredients are in bowl.,Place the remainder of the stuffing over the top.,Pour the broth (3 cups) slowly over the stuffing.,Bake at 350u00b0 for 35 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=745805,Gathered,"{chicken breasts,cream of chicken soup,sour cream,margarine,herb stuffing mix}"
551519,Baked Lemon Pudding,"{""2/3 c. sugar, divided"",5 Tbsp. all-purpose flour,1/4 tsp. baking powder,1/8 tsp. salt,""2 eggs, separated"",1 c. milk,3 Tbsp. lemon juice,""2 Tbsp. butter or margarine, melted"",1 1/2 tsp. grated lemon peel}","{""Preheat oven to 350 degrees. In a mixing bowl, combine 1/3 cup sugar, flour, baking powder and salt. In another bowl, beat egg yolks, add milk, lemon juice, butter and lemon peel. Add to the dry ingredients and mix well. Beat egg whites until soft peaks form. Gradually add remaining sugar, beating until stiff peaks form, fold into lemon mixture. Pour into lightly greased 1 1/2 qt baking dish. Place in a large baking pan, add 1-inch of hot water to large pan. Bake uncovered for 45-50 minutes or until lightly browned. Serve warm or chilled.""}",www.cookbooks.com/Recipe-Details.aspx?id=105096,Gathered,"{sugar,flour,baking powder,salt,eggs,milk,lemon juice,butter}"
551520,Black-Eyed Pea Salad,"{""2 cans black-eyed peas with jalapenos, drained"",""1 red onion, chopped"",""1 can sliced black olives, drained"",""1 bell pepper, chopped"",""2 avocados, chopped"",""2 tomatoes, chopped"",1 bottle (medium) Italian salad dressing}","{Put all vegetables in a bowl.,Pour Italian dressing over vegetables.,Cover and marinate in refrigerator overnight.,This keeps well for several days.}",www.cookbooks.com/Recipe-Details.aspx?id=562350,Gathered,"{black-eyed,red onion,black olives,bell pepper,avocados,tomatoes,Italian salad dressing}"
551521,Fresh Strawberry And Rhubarb Lemonade,"{1 lb. fresh rhubarb,2 c. water,1 1/4 c. sugar,1 c. fresh strawberries,1/2 c. fresh lemon juice,1 c. water,strawberries (for garnish)}","{Wash rhubarb and cut into 1-inch pieces.,Add 2 cups water. Cover and simmer 10 minutes.,Strain and add sugar.,Stir until dissolved; cool.,Crush strawberries; strain and add lemon juice and water.,Serve in tall glasses over ice.,Garnish with whole strawberries.,Makes 6 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=759400,Gathered,"{fresh rhubarb,water,sugar,fresh strawberries,lemon juice,water,strawberries}"
551522,"Ham, Potato, Cheese And Broccoli Casserole","{1 ham steak,10 medium potatoes,10 pieces American cheese,1/2 pkg. broccoli flowerets,salt and pepper to taste}","{""Cut ham steak into cubes, peel and thinly slice potatoes. Place 1/2 of the potatoes in casserole dish layered."",""Add 1/2 cubed ham, 1/2 package broccoli and 5 slices of cheese."",Repeat all the steps. (You will have 2 layers of each.) Place in microwave for 45 minutes or until potatoes are soft (or pierce with fork).}",www.cookbooks.com/Recipe-Details.aspx?id=380384,Gathered,"{ham steak,potatoes,American cheese,broccoli flowerets,salt}"
551523,Sand Tarts,"{2 sticks butter,1/3 c. powdered sugar,2 c. flour,2 tsp. vanilla,1 1/2 c. chopped pecans}","{Cream butter and sugar gradually.,Work flour into creamed mixture.,Stir in vanilla and nuts.,Form into small balls.,Cook on ungreased cookie sheet at 350u00b0 for 20 minutes.,Cool and roll into powdered sugar.}",www.cookbooks.com/Recipe-Details.aspx?id=900413,Gathered,"{butter,powdered sugar,flour,vanilla,pecans}"
551524,Eggnog-Cranberry Salad,"{1 (3 oz.) regular vanilla pudding mix,1 (3 oz.) lemon Jell-O,2 Tbsp. lemon juice,1 (3 oz.) raspberry Jell-O,1 envelope Dream Whip mix,1/2 tsp. nutmeg,1 (16 oz.) can whole cranberry sauce,1/2 c. chopped celery,1/2 c. broken nutmeats}","{""In saucepan, combine pudding mix, lemon Jell-O and 2 cups water; cook, stirring until mixture boils."",Stir in lemon juice; chill until partially set.,Dissolve raspberry Jell-O in 1 cup boiling water; beat in cranberry sauce.,Fold in celery and nuts. Chill until partially set.}",www.cookbooks.com/Recipe-Details.aspx?id=193705,Gathered,"{regular vanilla pudding,lemon,lemon juice,O,Dream Whip mix,nutmeg,cranberry sauce,celery,broken nutmeats}"
551525,Taco Salad,"{""1 large head lettuce, broken for salad"",""2 tomatoes, chopped"",""1/2 c. onion, chopped"",""1/2 c. green pepper, chopped"",8 oz. pkg. grated cheese,""1 can kidney beans, chilled"",1 bottle Catalina dressing,1 bag Fritos}","{""Mix lettuce, tomatoes, onion and green pepper. Add drained beans. Chill until time to serve. Immediately before serving, add Fritos, cheese and dressing. Makes a large bowl.""}",www.cookbooks.com/Recipe-Details.aspx?id=65695,Gathered,"{head lettuce,tomatoes,onion,green pepper,grated cheese,kidney beans,dressing,Fritos}"
551526,Granny'S Potato Salad(A Childhood Memory),"{""4 to 5 medium potatoes, boiled and mashed"",""1 medium onion, grated"",1 tsp. prepared mustard,mayonnaise to moisten,salt and pepper to taste,""2 boiled eggs, sliced or chopped""}","{Mix all ingredients together.,Garnish with hard-boiled eggs.}",www.cookbooks.com/Recipe-Details.aspx?id=440495,Gathered,"{potatoes,onion,mustard,mayonnaise,salt,eggs}"
551527,Zucchini Pineapple,"{""9 c. zucchini, chunked or grated"",1 1/2 c. sugar,1 (46 oz.) can pineapple juice}","{Peel zucchini and remove seeds from center.,Cut into chunks and place in a large kettle.,Add sugar and pineapple juice. Bring to a boil and simmer for 20 minutes.,Pack into clean jars for canning.,Place filled jars in a canner of boiling water and process for 20 minutes.,Use in recipes calling for pineapple.}",www.cookbooks.com/Recipe-Details.aspx?id=448431,Gathered,"{zucchini,sugar,pineapple juice}"
551528,My Mother'S Sugar Cookies,"{1 1/2 c. sugar,3 c. flour,1/2 tsp. baking soda,1/2 tsp. baking powder,1/2 tsp. almond flavoring,2 eggs,1 tsp. salt,1 c. shortening (part butter),1/2 tsp. vanilla}","{Beat eggs until light and fluffy.,""Add sugar, vanilla and almond flavoring."",Beat well and set aside.}",www.cookbooks.com/Recipe-Details.aspx?id=151711,Gathered,"{sugar,flour,baking soda,baking powder,almond flavoring,eggs,salt,shortening,vanilla}"
551529,Puppy Chow(For People),"{1 box Crispix cereal,1 pkg. semi-sweet chocolate chips,1 pkg. butterscotch chips,1/2 creamy peanut butter,1 stick margarine (1/4 lb.),1 box confectioners sugar}","{Pour Crispix into largest Tupperware bowl there is.,""In a pan melt the chocolate chips, butterscotch chips, peanut butter and margarine."",Pour over the Crispix.,Stir cereal until coated with the melted mess.,Pour the box of powdered sugar over cereal.,""Put lid on bowl, seal and shake thoroughly so all mixture is coated with sugar."",""Pour out on cookie sheet, separating into bite-sized pieces."",Allow to dry completely.,Wash Tupperware bowl and store mixture in it after dry.}",www.cookbooks.com/Recipe-Details.aspx?id=751758,Gathered,"{cereal,semi-sweet chocolate chips,butterscotch chips,peanut butter,margarine,confectioners sugar}"
551530,Mississippi Mud Cake,"{2 sticks butter,2 c. sugar,4 eggs,1 1/2 c. flour,3 Tbsp. cocoa,1 tsp. vanilla,2 c. nuts,1 1/2 c. coconut}","{Cream the butter and sugar.,Add eggs one at a time.,Add remaining ingredients and bake at 350u00b0 for 35 to 40 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=200524,Gathered,"{butter,sugar,eggs,flour,cocoa,vanilla,nuts,coconut}"
551531,Trio Baked Beans,"{1 (16 oz.) can baby limas,1 (16 oz.) can pork and beans,1 (16 oz.) can pinto beans,10 to 12 oz. sharp cheese,""1 medium onion, chopped"",1/2 c. ketchup,""1/2 c. brown sugar, packed"",2 Tbsp. mustard,1/2 lb. bacon,1 tsp. chili powder}","{Fry bacon.,Saute onion in bacon grease.,Drain limas and pintos.,""In ovenproof dish, add pork and beans."",Cut cheese into 1-inch cubes.,Add other ingredients.,Cover; bake at 325u00b0 for 1 hour.}",www.cookbooks.com/Recipe-Details.aspx?id=574336,Gathered,"{baby limas,pork,pinto beans,sharp cheese,onion,ketchup,brown sugar,mustard,bacon,chili powder}"
551532,Spinach Salad With Dressing,"{""1 lb. fresh spinach, washed"",""6 slices bacon, cooked and crumbled"",""4 hard-boiled eggs, chopped"",1 c. croutons,fresh sliced mushrooms,sliced black olives,1 c. oil,1/4 c. white vinegar,1/4 c. sugar or sweetener,1/3 c. ketchup,1 tsp. soy sauce,1/4 c. chopped onion or use onion powder to taste,3/4 tsp. salt}","{Place salad ingredients in a bowl.,Mix salad dressing; toss together.,Makes 4 to 6 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=1024571,Gathered,"{fresh spinach,bacon,eggs,croutons,mushrooms,black olives,oil,white vinegar,sugar,ketchup,soy sauce,onion,salt}"
551533,Super Orange Rolls,"{""2 tubes biscuits (20 total, any kind, least expensive)"",3/4 c. sugar,grated rind of 1 large orange (only orange part of rind),""1 cube oleo or butter, melted""}","{Mix the sugar and orange rind in a bowl.,""Dip each biscuit in butter, then coat in sugar mixture."",Stand on edge in 2 rows in a bread pan.,Sprinkle any leftover sugar mixture on top and some butter.,""Bake at 375u00b0 for approximately 35 minutes, until golden brown on top."",""Turn out, upside down."",Let cool a few minutes before serving.}",www.cookbooks.com/Recipe-Details.aspx?id=355903,Gathered,"{sugar,orange,oleo}"
551534,Cream Cheese Mints,"{8 oz. pkg. cream cheese,2 boxes 10x powdered sugar,2 capfuls peppermint flavoring}","{Mix thoroughly and mold.,Can freeze for extended time.}",www.cookbooks.com/Recipe-Details.aspx?id=652976,Gathered,"{cream cheese,powdered sugar,peppermint flavoring}"
551535,Green Bean Casserole,"{2 (10 oz.) pkg. frozen French-style green beans,1 can condensed cream of mushroom soup,1/2 c. milk,1 (3 1/2 oz.) can French fried onions}","{Heat oven to 375u00b0.,Cook beans according to directions.,Blend mushroom soup and milk.,Drain cooked beans and add to soup mixture.,Reserve 1/3 cup onions for toppings; add remaining onions to green bean mixture.,Pour into 1-quart casserole. Sprinkle reserved onions on top.,Bake 25 minutes or until hot and lightly browned.,Serves 6.}",www.cookbooks.com/Recipe-Details.aspx?id=989983,Gathered,"{green beans,condensed cream,milk,onions}"
551536,Crab Delight Party Dip,"{1 c. mayonnaise,1/2 c. sour cream,""1 (6 1/2 oz.) can crabmeat, drained and flaked"",1 Tbsp. sherry,1 tsp. lemon juice,1 Tbsp. chopped parsley,salt and pepper to taste}",{Combine all ingredients and chill for 2 hours.},www.cookbooks.com/Recipe-Details.aspx?id=1072620,Gathered,"{mayonnaise,sour cream,crabmeat,sherry,lemon juice,parsley,salt}"
551548,Sweet Potato Pie,"{3 c. cooked yams,3/4 c. sugar,1 stick oleo,""2 eggs, beaten"",1/3 c. milk,1 tsp. vanilla,1/2 c. brown sugar,1/4 c. flour,2 1/2 tsp. butter,1 1/2 c. pecans}","{""Add sugar to yams, then add oleo, beaten eggs, milk and vanilla; mix well.""}",www.cookbooks.com/Recipe-Details.aspx?id=879634,Gathered,"{yams,sugar,oleo,eggs,milk,vanilla,brown sugar,flour,butter,pecans}"
551537,Yellow Squash Casserole,"{""2 c. cooked yellow squash, with butter and salt"",2 large grated carrots,""1 medium onion, grated"",1 can cream of chicken soup,1/2 pt. sour cream,1/2 pkg. herb dressing (Pepperidge Farm)}","{Mix all ingredients except the dressing.,""Butter baking dish and sprinkle with herb dressing, heavily."",Add squash mixture and top with more dressing.,""Bake in 350u00b0 oven until lightly browned, about 45 minutes.""}",www.cookbooks.com/Recipe-Details.aspx?id=475112,Gathered,"{butter,carrots,onion,cream of chicken soup,sour cream,herb dressing}"
